sector,subsector,estimated_employees_2024,task_name,verdict,priority_score,ai_feasibility_score,business_opportunity_score,recommended_business_model,recommended_horizon,relative_priority,total_2024,size_micro_pct,size_small_pct,size_medium_pct,size_large_pct,sector_context,recommended_solution_type,person_actions,typical_input,typical_output,frequency,process_variability,common_exceptions,verifiability_score,verifiability_reason,verification_latency_score,verification_latency_reason,input_standardization_score,input_standardization_reason,output_standardization_score,output_standardization_reason,error_tolerance_score,error_tolerance_reason,integration_ease_score,integration_ease_reason,autonomy_score,autonomy_reason,executing_role,typical_seniority,annual_gross_salary_eur_min,annual_gross_salary_eur_max,company_cost_eur_min,company_cost_eur_max,avg_time_per_task_minutes,monthly_volume_per_company,monthly_human_cost_eur_min,monthly_human_cost_eur_max,non_human_costs,economic_assumptions,pain_size_score,pain_size_reason,recurrence_score,recurrence_reason,buyer_budget_score,buyer_budget_reason,roi_clarity_score,roi_clarity_reason,adoption_ease_score,adoption_ease_reason,productization_ease_score,productization_ease_reason,service_component_need_score,service_component_need_reason,business_model_reason,legal_regulatory_risks,reputational_risks,precision_risks,integration_bottlenecks,misleading_attractiveness,Estimated_Employees_2024,Estimated_Employees_pct,Median_YoY_Growth_pct,Growth_2020_2024_pct,Total_2024,Total_2023,Total_2022,Total_2021,Total_2020,Size_Micro (0-9)_abs,Size_Small (10-49)_abs,Size_Medium (50-249)_abs,Size_Large (250+)_abs,Size_Micro (0-9)_pct,Size_Small (10-49)_pct,Size_Medium (50-249)_pct,Size_Large (250+)_pct,Estrato_Sin asalariados_abs,Estrato_De 1 a 2_abs,Estrato_De 3 a 5_abs,Estrato_De 6 a 9_abs,Estrato_De 10 a 19_abs,Estrato_De 20 a 49_abs,Estrato_De 50 a 99_abs,Estrato_De 100 a 199_abs,Estrato_De 200 a 249_abs,Estrato_De 250 a 999_abs,Estrato_De 1000 a 4999_abs,Estrato_De 5000 o más asalariados_abs,Estrato_Sin asalariados_pct,Estrato_De 1 a 2_pct,Estrato_De 3 a 5_pct,Estrato_De 6 a 9_pct,Estrato_De 10 a 19_pct,Estrato_De 20 a 49_pct,Estrato_De 50 a 99_pct,Estrato_De 100 a 199_pct,Estrato_De 200 a 249_pct,Estrato_De 250 a 999_pct,Estrato_De 1000 a 4999_pct,Estrato_De 5000 o más asalariados_pct,Condicion_Sociedades anónimas_abs,Condicion_Sociedades de responsabilidad limitada_abs,Condicion_Sociedades anónimas_pct,Condicion_Sociedades de responsabilidad limitada_pct
78 Actividades relacionadas con el empleo,782 Actividades de las empresas de trabajo temporal,178586.0,Criba automática de CVs contra descripción de puesto (Job Description),buena,79.5,70.0,93.8,saas_puro,ya,muy_alta,330,27.58,21.52,22.42,28.48,Empresas de Trabajo Temporal (ETT).,software,"Descargar CV, extraer competencias, comparar contra requisitos de puesto, clasificar en (apto/no apto).",Documentos de CVs y descripciones de puestos de trabajo.,Ranking de candidatos y resumen de perfil.,Diario,"Alta debido a la diversidad de sectores y perfiles (logística, admin, industria).","CVs en formatos exóticos, falta de información clara, datos contradictorios.",4,Se puede verificar comparando la decisión de la IA con la del reclutador humano durante un periodo de prueba.,5,Feedback inmediato al ver la clasificación.,2,"Los CVs vienen en múltiples formatos (PDF, Word, TXT, imágenes).",5,Output estructurado (puntuación y resumen) fácil de estandarizar.,3,"Un error puede descartar a un buen candidato, pero es auditable.",3,"Requiere APIs con los ATS, que a veces son cerrados.",3,"La IA puede clasificar, pero el filtro final de 'cultural fit' a menudo lo retiene el reclutador.",Técnico de Selección (ETT),Junior / Intermedio,25000,35000,32000,45000,15.0,500,2666,3750,Coste de licencias de API de IA y mantenimiento de integración con ATS.,Basado en salarios de técnicos de selección junior/mid. Volumen de 500 CVs/mes por empresa.,5,Es el cuello de botella número uno en la gestión de alta rotación.,5,Alta recurrencia: los procesos de selección son el core del negocio.,5,Las ETT tienen presupuestos altos para reducir el coste de adquisición de talento.,5,Reducción directa de horas/hombre en criba curricular. ROI muy medible.,4,"Sustituye una tarea manual, pero requiere integración con los ATS (Applicant Tracking Systems) de la ETT.",4,El problema está muy acotado y se puede empaquetar como un filtro pre-ATS.,2,"Requiere soporte técnico y de configuración, pero no consultoría continua.","El volumen de CVs en una ETT es masivo, lo que justifica un modelo SaaS por volumen o empleado.",Sesgos algorítmicos en la selección (cumplimiento RGPD y leyes de igualdad).,Riesgo de discriminación y mala reputación por automatizar rechazos.,Riesgo alto de descartar perfiles válidos por mala interpretación del formato o la experiencia.,Integración con diversos sistemas propietarios de gestión de candidatos (ATS).,"Parece fácil por el uso masivo de LLMs, pero la precisión legal y de filtrado es crítica.",178586.0,1.51,-4.3,-21.1,330,331,383,404,418,91,71,74,94,27.58,21.52,22.42,28.48,23,35,19,14,32,39,29,36,9,56,29,9,6.97,10.61,5.76,4.24,9.7,11.82,8.79,10.91,2.73,16.97,8.79,2.73,48,282,14.55,85.45
78 Actividades relacionadas con el empleo,782 Actividades de las empresas de trabajo temporal,178586.0,Generación y validación de contratos de puesta a disposición,media,53.8,38.8,76.2,saas_mas_operaciones_humanas,24_meses,media,330,27.58,21.52,22.42,28.48,ETT - Gestión de alta laboral.,hibrido,"Redactar contrato, verificar legalidad del tipo de contrato según convenio, enviar para firma.","Datos del trabajador, datos del cliente, condiciones del convenio.",Contrato laboral listo para firma electrónica.,Diario (temporada alta),Muy alta por la diversidad de convenios.,Convenios colectivos específicos con reglas de cálculo variables.,3,"La legalidad del contrato es verificable, pero requiere conocimiento experto del BOE.",2,Se verifica al momento de la auditoría o inspección. Latencia muy alta.,3,"Inputs muy variables (datos de candidato, empresa, tipo de contrato).",5,Los contratos siguen plantillas legales muy rígidas.,1,Error crítico: sanciones legales y problemas sindicales.,2,Sistemas públicos (TGSS) suelen ser rígidos y difíciles de integrar.,2,La IA debe verificar contra leyes laborales que pueden cambiar; requiere supervisión humana.,Gestor Administrativo de Personal,Intermedio,22000,30000,28000,38000,20.0,100,2333,3166,Coste de auditoría legal o supervisión humana constante del output.,Basado en gestor administrativo de ETT. Volumen 100 contratos/mes.,5,Volumen muy alto en ETT; el error es muy costoso.,5,Actividad central en cualquier ETT.,5,El coste de una sanción laboral supera cualquier presupuesto de software.,4,"ROI claro en ahorro de tiempo de gestión, pero difícil de calcular por riesgo legal.",2,"Las empresas cliente suelen tener formatos diferentes, lo que dificita un estándar único.",2,Complejo de productizar por la variedad de convenios colectivos.,5,Indispensable componente legal humano para validar los cambios normativos.,Ahorro crítico en cumplimiento legal y administrativo. Valor añadido muy alto.,"Alto: errores en redacción de contratos (fraude de ley, contratos temporales indebidos).",Altos ante inspectores de trabajo y clientes.,Riesgo de errores legales o desactualización ante cambios en el BOE.,Sistemas de la TGSS (Sistema RED) y software de nómina propio.,"Parece automatizable, pero la complejidad regulatoria lo hace peligroso para una IA sin humanos.",178586.0,1.51,-4.3,-21.1,330,331,383,404,418,91,71,74,94,27.58,21.52,22.42,28.48,23,35,19,14,32,39,29,36,9,56,29,9,6.97,10.61,5.76,4.24,9.7,11.82,8.79,10.91,2.73,16.97,8.79,2.73,48,282,14.55,85.45
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829 Actividades de apoyo a las empresas n.c.o.p.,170730.0,Clasificación y extracción de datos de documentos administrativos,buena,84.5,80.0,91.2,saas_puro,ya,muy_alta,35700,96.31,3.03,0.46,0.19,Gestión documental masiva en gestorías y empresas de servicios.,software,"Recibir, clasificar y extraer metadatos de facturas, albaranes y contratos.","PDFs, imágenes de facturas, albaranes, formularios.",Datos en formato JSON/Excel para integrar en ERP.,Diario,Alta debido a la diversidad de proveedores.,"Documentos borrosos, facturas con formatos no estándar, documentos mixtos.",5,Se puede comparar contra el valor esperado o una base de datos maestra.,5,"La validación por IA es instantánea, la humana es rápida.",2,"Los documentos vienen en múltiples formatos (PDF, imagen, escaneo).",5,El resultado final es una estructura de datos normalizada.,3,"Un error de clasificación puede causar problemas de cumplimiento, pero es reversible.",4,La mayoría de los sistemas actuales tienen capacidad de exportación o webhook.,3,Requiere revisión humana final para evitar errores en clasificaciones críticas.,Auxiliar administrativo,Junior,24000,35000,32000,48000,15.0,200,2600,4000,"Coste de APIs de OCR/IA, almacenamiento en la nube.",Se asume un volumen de 200 documentos mensuales por empresa. Salario medio de administrativo.,4,Es una tarea repetitiva que consume muchas horas de personal cualificado.,5,Es una tarea intrínseca al soporte administrativo diario.,4,"Las empresas gastan tiempo administrativo en esto, el ahorro es directo.",5,Muy alto: ahorro directo de horas de trabajo.,5,"Se integra como una capa sobre el software de gestión de archivos o ERP, es fácil de adoptar.",5,La solución es altamente estandarizable para cualquier tipo de empresa.,2,Requiere un pequeño componente de soporte inicial para configuración.,Permite un modelo SaaS por volumen de documentos procesados.,Protección de datos (RGPD) al tratar documentación empresarial.,"Bajo riesgo, el error se detecta antes de la contabilidad.",Extracción incorrecta de importes o fechas clave.,Silos de software de gestión documental legacy sin APIs abiertas.,Parece fácil pero la variedad de layouts de documentos es muy alta.,170730.0,1.44,0.8,-6.1,35700,33931,38661,38060,38032,34384,1082,166,68,96.31,3.03,0.46,0.19,18289,13054,2143,898,793,289,94,59,13,55,11,2,51.23,36.57,6.0,2.52,2.22,0.81,0.26,0.17,0.04,0.15,0.03,0.01,682,35018,1.91,98.09
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829 Actividades de apoyo a las empresas n.c.o.p.,170730.0,Gestión y respuesta automática de consultas administrativas vía email,buena,62.5,55.0,73.8,saas_puro,12_meses,alta,35700,96.31,3.03,0.46,0.19,Empresas de soporte administrativo.,software,Responder correos rutinarios de clientes o proveedores.,Email recibido del cliente.,Borrador de respuesta o respuesta directa enviada.,Continuo (diario),"Alta, el lenguaje natural es impredecible.",Consultas muy complejas que requieren escalado a un humano.,3,Se puede medir si el cliente abre ticket de nuevo o si queda satisfecho.,2,La verificación real es el feedback del cliente (lento).,3,Lenguaje natural pero con temáticas predecibles.,3,Respuesta en lenguaje natural.,4,Errores menores pueden ser corregidos en la siguiente comunicación.,5,Mucha conectividad disponible hoy.,4,Puede responder consultas frecuentes de forma autónoma.,Administrativo/Atención al cliente,Junior/Middle,22000,30000,30000,40000,5.0,100,1800,2500,Coste de plataforma de IA y formación del modelo.,100 consultas mensuales. Ahorro de 5 minutos por consulta.,3,Interrupción constante del trabajo profundo.,5,El volumen de comunicación es constante.,3,Ahorro inmediato de personal en atención al cliente o back-office.,4,Claro ahorro en horas-hombre.,4,Fácil integración mediante APIs de gestión de correo y CRM.,5,Es una tarea muy común para automatizar con RAG/LLMs.,2,Requiere configuración inicial sobre el conocimiento de la empresa.,SaaS puro basado en número de interacciones o usuarios.,Privacidad del cliente.,"Moderado, un mal tono de la IA puede afectar la imagen.",Respuesta incorrecta sobre procesos o precios.,Falta de integración con los sistemas de negocio donde vive la información.,"El usuario espera un humano, la IA debe ser excelente para no perder calidad.",170730.0,1.44,0.8,-6.1,35700,33931,38661,38060,38032,34384,1082,166,68,96.31,3.03,0.46,0.19,18289,13054,2143,898,793,289,94,59,13,55,11,2,51.23,36.57,6.0,2.52,2.22,0.81,0.26,0.17,0.04,0.15,0.03,0.01,682,35018,1.91,98.09
82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas,829 Actividades de apoyo a las empresas n.c.o.p.,170730.0,Redacción asistida de contratos y documentos legales,media,48.8,31.2,75.0,saas_mas_operaciones_humanas,24_meses,media,35700,96.31,3.03,0.46,0.19,Soporte jurídico y administrativo para empresas de servicios.,hibrido,"Preparar borradores de contratos base (servicios, NDAs, contratos laborales).","Datos de las partes, objeto del contrato, condiciones básicas.",Borrador completo del contrato/documento.,Semanal,"Moderada, los contratos se basan en plantillas.","Cláusulas atípicas, jurisdicciones especiales, cambios legislativos.",2,Requiere revisión experta; no es automáticamente verificable legalmente.,2,La revisión humana es el cuello de botella.,3,"Los contratos suelen seguir patrones, aunque con variaciones.",3,El resultado debe ser un contrato jurídicamente válido.,1,Un error en un contrato puede tener consecuencias legales graves.,4,Existen APIs robustas para gestión de documentos y firmas.,2,"La IA puede redactar, pero el abogado/gestor debe dar el visto bueno legal.",Asesor administrativo/Legal junior,Senior/Middle,30000,45000,40000,60000,60.0,10,3500,5000,"Licencias de modelos LLM avanzados, seguros de responsabilidad.",Asumo 10 contratos mensuales. Coste de hora de consultor de alto nivel.,5,Es un cuello de botella constante en la gestión empresarial.,4,La actividad de soporte requiere formalizar relaciones continuamente.,5,Los costes de asesoría externa son muy altos; esto reduce la factura.,4,Claro: reducción de horas de abogado senior.,3,"Es un proceso crítico que requiere cumplimiento legal, la adopción debe ser medida.",2,Difícil de estandarizar al 100% por los matices legales.,5,Imprescindible revisión por un humano para validar legalmente.,Modelo de suscripción para empresas con flujo constante de contratos.,Riesgo legal muy alto. La IA debe estar supervisada.,Muy alto. Error = pérdida de cliente o demanda.,Alucinaciones de la IA que cambian el sentido legal.,Integración con herramientas de firma electrónica.,"El mercado es grande, pero la responsabilidad legal es un freno.",170730.0,1.44,0.8,-6.1,35700,33931,38661,38060,38032,34384,1082,166,68,96.31,3.03,0.46,0.19,18289,13054,2143,898,793,289,94,59,13,55,11,2,51.23,36.57,6.0,2.52,2.22,0.81,0.26,0.17,0.04,0.15,0.03,0.01,682,35018,1.91,98.09
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",467 Otro comercio al por mayor especializado,170200.0,Procesamiento y contabilización de facturas de proveedores,buena,86.5,87.5,85.0,saas_puro,ya,muy_alta,20140,86.34,11.77,1.72,0.17,"Mayoristas de materiales, componentes o químicos.",software,"Revisar entrada de factura, comparar con albarán de recepción y grabar en el ERP.","Factura PDF o digital (XML, EDI)",Asiento contable registrado en ERP,Diario,"Media-Baja, basada en la variedad de proveedores.","Facturas ilegibles, discrepancias en precios pactados, cambios en IVA.",5,El resultado (asiento contable) debe coincidir con el documento físico/digital.,5,La validación es instantánea tras la ejecución.,4,Facturas PDF/XML estándar.,5,Asientos contables estructurados.,4,Errores son detectables antes del pago mediante cruce de datos.,3,APIs de lectura/escritura disponibles en mayoría de ERPs modernos.,4,"Requiere validación de datos maestros, pero es muy predecible.",Administrativo de compras,Junior/Mid,22000,30000,28000,40000,15.0,100,1833,3333,Coste licencia OCR/IA por factura.,Cálculo de coste empresa: salario + 30% seguridad social. Volumen: 100 facturas/mes por empleado.,4,"Proceso tedioso, propenso a errores manuales y muy repetitivo.",5,El comercio al por mayor requiere procesar miles de facturas al año.,3,Ahorra costes directos de gestión administrativa.,5,Ahorro directo en horas hombre medible.,4,"Es un proceso administrativo que no altera la operativa central, fácil de insertar en el ERP.",5,Altamente estandarizable.,1,Software puede resolverlo al 95%.,Permite modelo SaaS puro sobre el ERP.,Cumplimiento con Factura Electrónica y AEAT.,"Bajos, impacto principalmente interno.",Errores en el registro de cantidades o precios afectan al margen de beneficio.,Integración con múltiples ERPs antiguos.,"Parece simple, pero la variabilidad de formatos de factura es alta.",170200.0,1.44,-1.4,-14.3,20140,20227,22836,23038,23509,17389,2371,346,34,86.34,11.77,1.72,0.17,3379,7071,3845,3094,1429,942,224,107,15,31,3,0,16.78,35.11,19.09,15.36,7.1,4.68,1.11,0.53,0.07,0.15,0.01,0.0,1744,18396,8.66,91.34
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",467 Otro comercio al por mayor especializado,170200.0,Elaboración y envío de presupuestos personalizados (ofertas B2B),media,56.0,42.5,76.2,servicio_habilitado_por_ia,24_meses,media,20140,86.34,11.77,1.72,0.17,Mayoristas donde la rapidez de oferta determina el cierre.,hibrido,"Consultar precios y stock, redactar oferta personalizada, negociar.",Solicitud de cliente (email/texto),Propuesta comercial PDF/email generado,Diario,"Extrema, depende del cliente y del producto.","Clientes solicitando condiciones especiales, descuentos agresivos, dudas técnicas.",3,La veracidad se comprueba si el cliente lo acepta (conversión).,3,Días (tiempo de decisión del cliente).,2,"Solicitudes de presupuesto vía email, WhatsApp o teléfono.",4,Presupuesto formal.,2,Un error en el precio o condiciones puede ser fatal.,2,Necesita integración total con CRM y ERP.,2,Difícil automatizar el trato personal y la negociación de precios.,Comercial / Responsable de ventas,Mid,28000,40000,36000,52000,20.0,50,3000,4333,Desarrollo de LLM ajustado al catálogo.,El comercial maneja 50 ofertas activas. Coste incluye incentivos.,5,Velocidad de respuesta es clave en el sector mayorista.,5,Es el core del negocio.,5,Directamente ligado a la generación de ingresos.,4,"Si se convierte más rápido, el ROI es claro.",2,Se requiere cambiar cómo el vendedor interactúa con el cliente. Requiere formación.,2,Es difícil crear una solución universal para todos los mayoristas.,5,La IA debe ser guiada por un experto comercial.,Servicio habilitado por IA (Copilot para ventas).,Responsabilidad civil por ofertas vinculantes.,Alta. Un error en oferta da mala imagen.,Alta. El margen se juega en la negociación.,La información del cliente suele estar dispersa.,La automatización de ventas suena genial pero el factor humano en B2B es crítico.,170200.0,1.44,-1.4,-14.3,20140,20227,22836,23038,23509,17389,2371,346,34,86.34,11.77,1.72,0.17,3379,7071,3845,3094,1429,942,224,107,15,31,3,0,16.78,35.11,19.09,15.36,7.1,4.68,1.11,0.53,0.07,0.15,0.01,0.0,1744,18396,8.66,91.34
"46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",467 Otro comercio al por mayor especializado,170200.0,Predicción de demanda y generación de propuestas de reaprovisionamiento,media,51.8,36.2,75.0,saas_mas_operaciones_humanas,24_meses,media,20140,86.34,11.77,1.72,0.17,Sector mayorista especializado con gestión de inventario.,hibrido,"Analizar ventas pasadas, tendencias, lead times de proveedores y lanzar pedido.","Histórico ventas, niveles stock actual, lead times proveedores",Informe/Propuesta de orden de compra sugerida,Semanal/Mensual,"Alta, depende del sector específico del mayorista.","Picos de demanda inesperados, roturas en la cadena de suministro del proveedor.",2,La veracidad se confirma con el tiempo (cuando se vende o no el producto).,2,La verificación toma semanas/meses (tiempo de rotación del stock).,4,Datos históricos de ventas y estacionalidad.,4,Propuesta de compra (SKU y cantidad).,2,"Errores en pedidos pueden llevar a exceso de stock o roturas, ambas costosas.",2,Necesita acceso a datos históricos del ERP.,3,Requiere supervisión para evitar roturas de stock por errores de predicción.,Responsable de compras / Gestor de stock,Mid/Senior,25000,35000,32000,45000,60.0,10,2083,3750,Coste de hosting y computación IA.,Supuesto: gestión de 500 SKUs con rotación media.,5,El error humano en compras es la principal causa de ineficiencia financiera.,4,Necesario para mantener la liquidez y el servicio al cliente.,4,El coste de inmovilizado o falta de stock es muy alto.,4,Reducción del inventario inmovilizado es una métrica clara.,3,"La IA puede leer el catálogo, pero el stock es dinámico y a veces impreciso.",3,"El motor de cálculo es escalable, pero la lógica de reglas de negocio varía por cliente.",4,Requiere ajuste fino para cada caso de uso.,SaaS con componente de configuración inicial.,Bajos.,"Si fallas en el servicio, pierdes clientes mayoristas.","Alta, decisiones erróneas impactan directamente en la rentabilidad.",Datos de ventas a menudo descentralizados o en Excel.,Parece sencillo pero la variabilidad de la cadena de suministro es enorme.,170200.0,1.44,-1.4,-14.3,20140,20227,22836,23038,23509,17389,2371,346,34,86.34,11.77,1.72,0.17,3379,7071,3845,3094,1429,942,224,107,15,31,3,0,16.78,35.11,19.09,15.36,7.1,4.68,1.11,0.53,0.07,0.15,0.01,0.0,1744,18396,8.66,91.34
85 Educación,855 Otra educación,164296.0,Gestión de reservas y cambios de clase,buena,79.8,76.2,85.0,saas_puro,ya,muy_alta,18540,87.02,11.05,1.61,0.32,"Academias de formación, escuelas de idiomas, centros de tutorías.",software,"Recibir solicitud, verificar disponibilidad, actualizar calendario/CRM, notificar al alumno.","Mensajes informales (WhatsApp, Email) solicitando cambio de clase.",Registro actualizado en CRM/Calendario y confirmación automática enviada.,Diaria (decenas de veces al día),"Alta, depende del canal (email, WhatsApp, voz).","Alumnos con horarios rotativos, cambios de última hora, bonificaciones específicas.",5,Es obvio si el cambio se ha reflejado correctamente en el calendario o no.,5,"Instantáneo, tras la ejecución de la tarea.",2,"Los emails, llamadas o mensajes de WhatsApp son desestructurados.",5,"El resultado es una entrada en un calendario o sistema de gestión, muy estandarizado.",3,Un error en el registro puede causar pérdida de ingresos o problemas con el alumno.,3,Muchos centros usan software básico; integración media.,2,Requiere supervisión para evitar errores en fechas o nombres de alumnos.,Administrativo/Secretaría de academia,Junior/Administrativo,22000,28000,25000,35000,15.0,150,1500,1800,Coste de licencias de APIs de IA y desarrollo de integraciones.,Asumo que una academia gestiona 50 alumnos mensuales con una media de 3 cambios/gestiones cada uno.,4,Interrumpe las clases y la gestión principal del centro.,5,Gestión de matrículas y reservas es cíclica y constante.,3,Es un problema administrativo que quita tiempo docente valioso.,5,Muy fácil medir el tiempo ahorrado en tareas administrativas.,4,"Las academias suelen tener procesos manuales informales, pero la estandarización aquí es sencilla.",5,Es altamente repetitivo y fácilmente producto escalable.,1,No requiere humano si el software es bueno.,SaaS con integraciones de calendario y pasarelas de pago. Es escalable y necesario.,RGPD: manejo de datos personales de menores.,Pérdida de alumnos por mala gestión de horarios.,Confusión de horarios o duplicidad de citas.,Dependencia de CRMs educativos o calendarios de Google sin APIs bien documentadas.,"Parece simple, pero la alta variabilidad en la comunicación humana lo hace complejo.",164296.0,1.39,2.5,3.8,18540,17669,18784,17959,17869,16134,2049,298,59,87.02,11.05,1.61,0.32,4668,6625,2751,2090,1250,799,196,87,15,55,4,0,25.18,35.73,14.84,11.27,6.74,4.31,1.06,0.47,0.08,0.3,0.02,0.0,182,18358,0.98,99.02
85 Educación,855 Otra educación,164296.0,Corrección automatizada de ejercicios de respuesta corta/abierta,buena,75.0,60.0,97.5,saas_puro,ya,muy_alta,18540,87.02,11.05,1.61,0.32,"Academias de apoyo, formación online, centros de idiomas.",software,"Leer respuesta del alumno, comparar con rúbrica, asignar puntuación y redactar comentario.","Texto del alumno, enunciado del ejercicio y rúbrica de corrección.",Calificación numérica y feedback textual personalizado.,Diaria y masiva (cientos/miles por mes),Media (depende de la calidad de la respuesta del alumno).,"Respuestas creativas fuera de la norma, faltas de ortografía muy marcadas que cambian el sentido.",4,"La nota es verificable, el feedback es auditable por un humano.",3,Minutos u horas (supervisión de muestras).,4,Ejercicios escritos con formatos predefinidos o exámenes tipo test/respuestas cortas.,4,Sigue una rúbrica establecida (score + feedback texto).,2,El feedback debe ser educativo; un error de IA puede confundir al alumno.,3,Las APIs de OpenAI/Claude son fáciles; el reto es el LMS.,4,Puede operar con alta autonomía siguiendo rúbricas predefinidas.,Profesor/Formador,Formador/Profesor,25000,35000,30000,45000,5.0,2000,800,1200,Costes de tokens de LLM y mantenimiento de prompts.,Asumo 100 ejercicios diarios para un centro mediano.,5,Es una tarea que consume el tiempo de los profesores impidiendo que den mejores clases.,5,La docencia es cíclica y constante.,4,Valor claro: aumenta la capacidad de corregir más alumnos en menos tiempo.,5,ROI evidente: reducción drástica de horas docente dedicadas a corrección.,5,Los profesores odian corregir ejercicios repetitivos. Es fácil de introducir.,5,Es un producto de software puro muy claro.,3,Necesita validación de un experto pedagogo en la fase inicial.,Modelo B2B SaaS por alumno o volumen de ejercicios. Muy escalable.,Propiedad intelectual de los contenidos educativos y datos de menores.,Un alumno recibe una nota errónea y pierde confianza en el centro.,"Alucinaciones de la IA al corregir, sesgos en la evaluación.",LMS (Learning Management Systems) existentes suelen ser cerrados.,"Parece sencillo, pero la ""calidad"" de la corrección educativa es subjetiva.",164296.0,1.39,2.5,3.8,18540,17669,18784,17959,17869,16134,2049,298,59,87.02,11.05,1.61,0.32,4668,6625,2751,2090,1250,799,196,87,15,55,4,0,25.18,35.73,14.84,11.27,6.74,4.31,1.06,0.47,0.08,0.3,0.02,0.0,182,18358,0.98,99.02
85 Educación,855 Otra educación,164296.0,Redacción de informes de progreso académico,mala,8.5,2.5,17.5,no_recomendable,no_priorizar,baja,18540,87.02,11.05,1.61,0.32,Centros de formación reglada y no reglada.,no_recomendable,"Analizar notas, asistencia, observar al alumno y redactar informe.","Registros de notas, asistencia y notas cualitativas del profesor.",Informe de progreso (texto narrativo) para padres o alumnos.,Mensual/Trimestral,"Extrema, cada alumno es un mundo.","Situaciones personales complejas, barreras de aprendizaje imprevistas.",1,"Es imposible verificar si un informe de progreso es ""bueno"" objetivamente.",1,"No hay feedback, es una opinión.",1,"Muchos factores: notas, comportamiento, asistencia, feedback verbal.",1,"Son informes cualitativos, altamente subjetivos.",1,Crítico: una mala recomendación afecta la educación del alumno.,2,Difícil de integrar con todo el histórico del alumno.,1,Requiere supervisión constante. La IA no puede decidir sobre un alumno sin supervisión.,Tutor académico/Profesor,Profesor/Tutor,22000,30000,30000,40000,45.0,50,300,500,Costes de análisis de datos y consultoría.,"50 alumnos, una revisión de progreso al mes por alumno.",2,"Es importante, pero el profesor siente que es su trabajo principal.",2,"Poco frecuente, ocurre al final de periodos académicos.",2,"Presupuesto limitado, el centro ya paga al tutor.",1,Muy difícil de demostrar el valor exacto en el tiempo.,2,"Muy difícil de implementar sin disrumpir el servicio, requiere alta confianza.",1,"Muy difícil de estandarizar, cada centro tiene su pedagogía.",5,El componente humano es el 90% del valor.,Requiere un componente híbrido fuerte (gestor humano + IA). No es escalable como SaaS puro.,Muy alto: decisiones educativas automáticas.,"Muy alto: críticas por ""IA sin alma"" en la educación.","Sesgos, falta de empatía, malentendidos de datos.",Datos dispersos en diferentes sistemas del centro.,"Parece el ""santo grial"", pero la IA no entiende el contexto emocional/humano.",164296.0,1.39,2.5,3.8,18540,17669,18784,17959,17869,16134,2049,298,59,87.02,11.05,1.61,0.32,4668,6625,2751,2090,1250,799,196,87,15,55,4,0,25.18,35.73,14.84,11.27,6.74,4.31,1.06,0.47,0.08,0.3,0.02,0.0,182,18358,0.98,99.02
